common_name,scientific_name,set,power_color,power_category,power_text,predator,flocking,bonus_card,victory_points,nest_type,egg_capacity,wingspan,forest,grassland,wetland,invertebrate,seed,fish,fruit,rodent,nectar,any_food,food_cost_div,food_cost_mul,total_food_cost,anatomist,cartographer,historian,photographer,backyard_birder,bird_bander,bird_counter,bird_feeder,diet_specialist,enclosure_builder,falconer,fishery_manager,food_web_expert,forester,large_bird_specialist,nest_box_builder,omnivore_expert,passerine_specialist,platform_builder,prairie_manager,rodentologist,viticulturalist,wetland_scientist,wildlife_gardener
Mississippi Kite,Ictinia mississippiensis,core,Brown,Hunting/Fishing,"Roll all dice not in birdfeeder. If any are [rodent], gain 1 [rodent] and cache it on this card.",TRUE,FALSE,FALSE,4,Platform,1,79,TRUE,TRUE,FALSE,1,0,0,0,1,0,0,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Mistletoebird,Dicaeum hirundinaceum,oceania,Brown,Card-drawing,"Gain 1 [fruit] from the supply, or discard 1 [fruit] to gain 1 [nectar] from the supply.",FALSE,FALSE,FALSE,3,Wild,4,18,TRUE,FALSE,FALSE,0,0,0,2,0,1,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
Moltoni's Warbler,Sylvia subalpina,european,Teal,Other,"If you used all 4 types of actions this round, play another bird. Pay its normal food and egg cost.",FALSE,FALSE,FALSE,3,Bowl,2,17,FALSE,TRUE,FALSE,1,0,0,1,0,0,0,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
Montagu's Harrier,Circus pygargus,european,White,Hunting and fishing,"Instead of paying any costs, you may play this bird on top of another bird on your player mat. Discard any eggs and food from that bird. It becomes a tucked card.",TRUE,FALSE,FALSE,4,Ground,2,113,FALSE,TRUE,FALSE,0,0,0,0,2,0,0,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Mountain Bluebird,Sialia currucoides,core,White,Other,Play a second bird in your [grassland]. Pay its normal cost.,FALSE,FALSE,FALSE,4,Cavity,5,36,FALSE,TRUE,FALSE,1,0,0,1,0,0,0,FALSE,FALSE,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Mountain Chickadee,Poecile gambeli,core,Brown,Caching Food,Gain 1 [seed] from the supply and cache it on this card.,FALSE,FALSE,FALSE,2,Cavity,3,23,TRUE,FALSE,FALSE,1,1,0,0,0,0,0,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mourning Dove,Zenaida macroura,core,Brown,Egg-laying,Lay 1 [egg] on this bird.,FALSE,FALSE,FALSE,0,Platform,5,46,TRUE,TRUE,TRUE,0,1,0,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Musk Duck,Biziura lobata,oceania,Brown,Other,Draw 1 face-up [card] from the tray with a [ground] or [star] nest. You may reset or refill the tray before doing so.,FALSE,FALSE,FALSE,2,Ground,2,87,FALSE,FALSE,TRUE,1,1,1,0,0,0,0,TRUE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Mute Swan,Cygnus olor,european,Brown,Flocking,"Choose 1-3 birds in your [wetland]. Tuck 1 [card] from your hand behind each. If you tuck at least 1 card, draw 1 [card].",FALSE,FALSE,FALSE,4,Ground,3,220,FALSE,FALSE,TRUE,1,1,0,0,0,0,1,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
New Holland Honeyeater,Phylidonyris novaehollandiae,oceania,Brown,Food-related,"Gain 1 [nectar] from the birdfeeder, if there is one.",FALSE,FALSE,FALSE,0,Bowl,3,20,FALSE,TRUE,FALSE,0,0,0,0,0,1,0,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Noisy Miner,Manorina melanocephala,oceania,Brown,Food-related,"Tuck 1 [card] from your hand behind this bird. If you do, lay up to 2 [egg] on this bird. All other players may lay 1 [egg].",FALSE,TRUE,FALSE,3,Bowl,6,41,TRUE,TRUE,FALSE,1,0,0,0,0,1,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
North Island Brown Kiwi,Apteryx mantelli,oceania,White,NA,"Discard a bonus card. If you do, draw 4 bonus cards, keep 2, and discard the other 2.",FALSE,FALSE,TRUE,6,Wild,1,NA,TRUE,TRUE,FALSE,2,1,0,0,0,0,0,FALSE,FALSE,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Northern Bobwhite,Colinus virginianus,core,Brown,Egg-laying,Lay 1 [egg] on this bird.,FALSE,FALSE,FALSE,5,Ground,6,33,FALSE,TRUE,FALSE,0,3,0,0,0,0,0,FALSE,FALSE,3,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Northern Cardinal,Cardinalis cardinalis,core,Brown,Food from Supply,Gain 1 [fruit] from the supply.,FALSE,FALSE,FALSE,3,Bowl,5,30,TRUE,FALSE,FALSE,0,1,0,1,0,0,0,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Northern Flicker,Colaptes auratus,core,White,Food from Birdfeeder,Gain all [invertebrate] that are in the birdfeeder.,FALSE,FALSE,FALSE,2,Cavity,4,51,TRUE,TRUE,FALSE,1,1,0,1,0,0,0,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Northern Gannet,Morus bassanus,european,Brown,Hunting and fishing,"Roll all dice not in birdfeeder. If any are a [fish], gain that many [fish] from the supply and cache them on this bird.",TRUE,FALSE,FALSE,5,Ground,1,173,FALSE,FALSE,TRUE,0,0,2,0,0,0,0,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Northern Goshawk,Accipiter gentilis,european,White,Hunting and Fishing,"For each [rodent] in this bird's cost, you may pay 1 [card] from your hand instead. If you do, tuck the paid [card] behind this card.",TRUE,FALSE,FALSE,5,Platform,2,106,TRUE,FALSE,FALSE,0,0,0,0,2,0,0,FALSE,TRUE,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Northern Harrier,Circus cyaneus,core,Brown,Hunting/Fishing,"Look at a [card] from the deck. If <75cm, tuck it behind this bird. If not, discard it.",TRUE,FALSE,FALSE,3,Platform,2,109,FALSE,TRUE,TRUE,0,0,0,0,1,0,0,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Northern Mockingbird,Mimus polyglottos,core,Brown,Other,Repeat a brown power on one other bird in this habitat.,FALSE,FALSE,FALSE,2,Bowl,4,36,TRUE,TRUE,TRUE,1,0,0,1,0,0,0,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Northern Shoveler,Spatula clypeata,core,Brown,Card-drawing,All players draw 1 [card] from the deck.,FALSE,FALSE,FALSE,7,Ground,4,76,FALSE,FALSE,TRUE,1,2,0,0,0,0,0,FALSE,FALSE,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Orange-Footed Scrubfowl,Megapodius reinwardt,oceania,Yellow,Food-related,"Lay 1 [egg] on each of your birds with a [ground] nest, including this one.",FALSE,FALSE,FALSE,1,Ground,5,43,TRUE,FALSE,FALSE,0,1,0,1,0,0,0,TRUE,FALSE,2,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Osprey,Pandion haliaetus,core,Brown,Food from Supply,All players gain 1 [fish] from the supply.,FALSE,FALSE,FALSE,5,Platform,2,160,FALSE,FALSE,TRUE,0,0,1,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Pacific Black Duck,Anas superciliosa,oceania,Yellow,Card-drawing,"For every 2 [egg] in your [wetland], lay 1 [egg] on this bird.",FALSE,FALSE,FALSE,2,Cavity,6,88,FALSE,FALSE,TRUE,0,1,0,0,0,0,1,FALSE,FALSE,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Painted Bunting,Passerina ciris,core,White,Other,Draw 2 new bonus cards and keep 1.,FALSE,FALSE,TRUE,5,Bowl,4,23,FALSE,TRUE,FALSE,1,2,0,0,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Painted Whitestart,Myioborus pictus,swiftstart,Brown,NA,Gain 1 [invertebrate] from the supply.,FALSE,FALSE,FALSE,1,Ground,3,22,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Parrot Crossbill,Loxia pytyopsittacus,european,Brown,Food-related,"Remove any 1 [die] from the birdfeeder, then gain 1 [seed] from the supply.",FALSE,FALSE,FALSE,6,Bowl,2,30,TRUE,FALSE,FALSE,0,3,0,0,0,0,0,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Peaceful Dove,Geopelia placida,oceania,Brown,Food-related,Discard any number of [seed]. Lay 1 [egg] on this bird for each discarded [seed].,FALSE,FALSE,FALSE,3,Platform,4,25,TRUE,TRUE,FALSE,0,1,0,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Peregrine Falcon,Falco peregrinus,core,Brown,Hunting/Fishing,"Look at a [card] from the deck. If <100cm, tuck it behind this bird. If not, discard it.",TRUE,FALSE,FALSE,5,Platform,2,104,FALSE,TRUE,TRUE,0,0,0,0,2,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Pesquet's Parrot,Psittrichas fulgidus,oceania,Brown,Hunting and fishing,"If the player to your right has a [nectar] in their personal supply, gain 1 [nectar] from the general supply.",FALSE,FALSE,FALSE,3,Cavity,2,30,TRUE,FALSE,FALSE,0,0,0,1,0,1,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Pheasant Coucal,Centropus phasianinus,oceania,Pink,Other,"When another player takes the ""lay eggs"" action, lay 1 [egg] on this bird.",FALSE,FALSE,FALSE,1,Ground,4,50,FALSE,TRUE,FALSE,1,0,0,0,1,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Pied-Billed Grebe,Podilymbus podiceps,core,Brown,Card-drawing,"Draw 2 [card]. If you do, discard 1 [card] from your hand at the end of your turn.",FALSE,FALSE,FALSE,0,Platform,4,41,FALSE,FALSE,TRUE,1,0,1,0,0,0,0,TRUE,FALSE,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Pileated Woodpecker,Dryocopus pileatus,core,Brown,Egg-laying,All players lay 1 [egg] on any 1 [cavity] bird. You may lay 1 [egg] on 1 additional [cavity] bird.,FALSE,FALSE,FALSE,4,Cavity,2,74,TRUE,FALSE,FALSE,1,0,0,1,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Pine Siskin,Spinus pinus,core,Brown,Flocking,"Tuck a [card] from your hand behind this bird. If you do, gain 1 [seed] from the supply.",FALSE,TRUE,FALSE,3,Bowl,2,23,TRUE,FALSE,FALSE,0,2,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Pink-Eared Duck,Malacorhynchus membranaceus,oceania,Brown,Other,Draw 2 [card] from the deck. Keep 1 and give the other to another player.,FALSE,FALSE,FALSE,4,Cavity,3,64,FALSE,FALSE,TRUE,0,1,0,0,0,0,1,FALSE,FALSE,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Plains-Wanderer,Pedionomus torquatus,oceania,White,NA,Draw 1 bonus card for each bird in your [grassland]. Keep 1 and discard the rest.,FALSE,FALSE,TRUE,4,Ground,3,32,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Princess Stephanie's Astrapia,Astrapia stephaniae,oceania,Brown,Other,Choose 1 other player. You both lay 1 [egg].,FALSE,FALSE,FALSE,6,Platform,1,45,TRUE,FALSE,FALSE,1,0,0,1,0,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Prothonotary Warbler,Protonotaria citrea,core,NA,NA,,FALSE,FALSE,FALSE,8,Cavity,4,23,TRUE,FALSE,TRUE,2,1,0,0,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Pūkeko,Porphyrio melanotus,oceania,Brown,Flocking,Lay 1 [egg] on an adjacent bird.,FALSE,FALSE,FALSE,4,Ground,3,78,FALSE,FALSE,TRUE,0,2,0,0,0,0,1,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Purple Gallinule,Porphyrio martinicus,core,Brown,Card-drawing,All players draw 1 [card] from the deck.,FALSE,FALSE,FALSE,7,Platform,4,56,FALSE,FALSE,TRUE,0,1,0,1,0,0,1,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Purple Martin,Progne subis,core,Brown,Flocking,"Tuck a [card] from your hand behind this bird. If you do, draw 1 [card].",FALSE,TRUE,FALSE,2,Cavity,3,46,FALSE,TRUE,TRUE,1,0,0,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Pygmy Nuthatch,Sitta pygmaea,core,Brown,Flocking,"Tuck a [card] from your hand behind this bird. If you do, gain 1 [invertebrate] or 1 [seed] from the supply.",FALSE,TRUE,FALSE,2,Cavity,4,20,TRUE,FALSE,FALSE,1,1,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Rainbow Lorikeet,Trichoglossus moluccanus,oceania,Brown,Egg-laying,"Discard 1 [nectar] to the ""spent nectar"" space for your [forest]. If you do, gain 2 [die] from the birdfeeder.",FALSE,FALSE,FALSE,1,Cavity,2,46,TRUE,FALSE,FALSE,0,0,0,1,0,1,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Red Crossbill,Loxia curvirostra,core,Brown,Food from Supply,All players gain 1 [seed] from the supply.,FALSE,FALSE,FALSE,6,Bowl,2,28,TRUE,FALSE,FALSE,0,2,0,0,0,0,0,FALSE,FALSE,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Red Kite,Milvus milvus,european,White,Hunting and fishing,"Instead of paying any costs, you may play this bird on top of another bird on your player mat. Discard any eggs and food from that bird. It becomes a tucked card.",TRUE,FALSE,FALSE,4,Platform,2,157,TRUE,TRUE,TRUE,0,0,0,0,1,0,1,FALSE,TRUE,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Red Knot,Calidris canutus,european,White,Other,Draw 1 new bonus card. Then draw 3 [card] and keep 1 of them.,FALSE,FALSE,TRUE,7,Ground,2,50,FALSE,FALSE,TRUE,3,0,0,0,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Red Wattlebird,Anthochaera carunculata,oceania,White,NA,Gain 1 [nectar] from the supply for each bird with a wingspan less than 49cm in your [forest].,FALSE,FALSE,FALSE,3,Bowl,2,49,TRUE,FALSE,FALSE,0,0,0,0,0,2,0,FALSE,FALSE,2,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Red-Backed Fairywren,Malurus melanocephalus,oceania,Yellow,Other,"Lay 1 [egg] on each of your birds with a [star] nest, including this one.",FALSE,FALSE,FALSE,4,Wild,3,15,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,FALSE,FALSE,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Red-Backed Shrike,Lanius collurio,european,Brown,Food-related,Steal 1 [invertebrate] from another player's supply and cache it on this bird. They gain 1 [die] from the birdfeeder.,FALSE,FALSE,FALSE,5,Bowl,2,33,FALSE,TRUE,FALSE,1,0,0,0,1,0,1,FALSE,FALSE,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Red-Bellied Woodpecker,Melanerpes carolinus,core,Brown,Caching Food,Gain 1 [seed] from the birdfeeder (if available). You may cache it on this card.,FALSE,FALSE,FALSE,1,Cavity,3,41,TRUE,FALSE,FALSE,1,1,0,0,0,0,0,TRUE,FALSE,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Red-Breasted Merganser,Mergus serrator,swiftstart,Brown,NA,"Draw 2 [card]. If you do, discard 1 [card] from your hand at the end of your turn.",FALSE,FALSE,FALSE,3,Ground,4,78,FALSE,FALSE,TRUE,1,0,1,0,0,0,0,FALSE,FALSE,2,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Red-Breasted Nuthatch,Sitta canadensis,core,Brown,Caching Food,Gain 1 [seed] from the supply and cache it on this card.,FALSE,FALSE,FALSE,2,Cavity,3,23,TRUE,FALSE,FALSE,1,1,0,0,0,0,0,TRUE,FALSE,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Red-Capped Robin,Petroica goodenovii,oceania,Brown,Flocking,"If the player to your left has an [invertebrate] in their personal supply, gain 1 [invertebrate] from the general supply.",FALSE,FALSE,FALSE,2,Bowl,4,17,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,FALSE,FALSE,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Red-Cockaded Woodpecker,Picoides borealis,core,White,Other,Draw 2 new bonus cards and keep 1.,FALSE,FALSE,TRUE,4,Cavity,2,36,TRUE,FALSE,FALSE,1,0,0,1,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Red-Crowned Crane,Grus japonensis,chinesepromo,White,NA,Draw 3 new bonus cards and keep 1.,FALSE,FALSE,TRUE,7,Ground,1,235,FALSE,FALSE,TRUE,1,1,1,0,0,0,0,FALSE,FALSE,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
